,idade,renda,propriedadeCasa,tempoEmpregado,intensao,grau,valor,taxaJuros
24139,28,70000,HIPOTECA,13.0,MELHORIA DE CASA,A,5000,6.99
24140,34,41300,RENT,18.0,EDUCAÇÃO,C,10000,13.48
24141,27,41500,RENT,0.0,MÉDICO,C,10000,11.09
24142,29,70000,HIPOTECA,12.0,MELHORIA DE CASA,A,7000,7.66
24143,29,70000,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,3000,9.63
24144,27,54400,HIPOTECA,,MÉDICO,D,15000,15.65
24145,34,70000,HIPOTECA,5.0,OUTRO,A,6000,
24146,30,42000,RENT,4.0,MÉDICO,C,10000,16.11
24147,32,70000,HIPOTECA,3.0,OUTRO,A,4000,5.79
24148,27,70000,HIPOTECA,11.0,CONSOLIDAÇÃO DE DÍVIDAS,A,25000,7.66
24149,29,70000,HIPOTECA,0.0,EDUCAÇÃO,A,8000,
24150,31,54400,HIPOTECA,1.0,MÉDICO,D,27050,14.54
24151,30,42000,RENT,4.0,OUTRO,A,10000,
24152,30,42000,RENT,2.0,MÉDICO,A,10000,
24153,27,42000,RENT,1.0,EDUCAÇÃO,A,10000,
24154,28,42000,RENT,12.0,EDUCAÇÃO,A,10000,9.32
24155,28,42500,RENT,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10000,7.88
24156,27,43000,RENT,11.0,MÉDICO,B,10000,12.42
24157,34,70000,HIPOTECA,14.0,PERSONAL,E,14000,16.4
24158,28,70000,PRÓPRIO,4.0,PERSONAL,D,25000,15.57
24159,31,70000,HIPOTECA,4.0,MÉDICO,A,12000,6.91
24160,31,70000,HIPOTECA,3.0,PERSONAL,A,8400,6.91
24161,27,70000,PRÓPRIO,2.0,MELHORIA DE CASA,B,2250,10.36
24162,27,70000,HIPOTECA,8.0,MÉDICO,A,1300,5.79
24163,27,70000,HIPOTECA,11.0,CONSOLIDAÇÃO DE DÍVIDAS,A,1000,6.54
24164,27,43080,RENT,7.0,PERSONAL,C,10000,13.98
24165,34,70000,HIPOTECA,13.0,CONSOLIDAÇÃO DE DÍVIDAS,A,20000,6.54
24166,27,43200,RENT,4.0,EDUCAÇÃO,A,10000,7.49
24167,27,70000,HIPOTECA,4.0,MELHORIA DE CASA,D,8000,14.46
24168,31,43288,RENT,7.0,MÉDICO,B,10000,10.74
24169,31,70000,HIPOTECA,5.0,EDUCAÇÃO,A,4000,6.54
24170,33,43337,RENT,17.0,PERSONAL,A,10000,6.92
24171,29,70000,PRÓPRIO,13.0,OUTRO,A,13000,6.91
24172,30,70000,HIPOTECA,6.0,MELHORIA DE CASA,A,10200,6.91
24173,27,44000,RENT,12.0,MÉDICO,D,10000,16.77
24174,30,54400,HIPOTECA,3.0,MÉDICO,A,23500,6.91
24175,33,70000,HIPOTECA,0.0,MELHORIA DE CASA,C,14000,12.61
24176,35,44000,RENT,8.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10000,6.54
24177,35,38469,RENT,0.0,MELHORIA DE CASA,C,10000,12.23
24178,29,45000,RENT,4.0,OUTRO,B,10000,12.42
24179,32,70000,HIPOTECA,16.0,MELHORIA DE CASA,A,9000,7.14
24180,30,70000,HIPOTECA,15.0,PERSONAL,A,12250,7.51
24181,30,45000,RENT,5.0,PERSONAL,A,10000,7.51
24182,34,45000,RENT,,OUTRO,B,10000,11.71
24183,31,45000,RENT,4.0,EDUCAÇÃO,B,10000,10.65
24184,28,64000,HIPOTECA,10.0,MELHORIA DE CASA,E,6000,16.45
24185,28,70000,HIPOTECA,7.0,MÉDICO,A,4000,6.39
24186,28,45000,RENT,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,9.91
24187,32,70000,PRÓPRIO,1.0,MÉDICO,A,14400,7.88
24188,30,70000,HIPOTECA,15.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,10.75
24189,29,45000,RENT,7.0,MÉDICO,B,10000,
24190,29,70000,HIPOTECA,7.0,MÉDICO,B,4000,11.86
24191,28,70000,PRÓPRIO,7.0,OUTRO,B,8000,11.49
24192,31,70000,HIPOTECA,3.0,PERSONAL,A,8000,7.88
24193,27,45000,RENT,1.0,EDUCAÇÃO,C,10000,
24194,33,54400,HIPOTECA,2.0,MÉDICO,B,5000,11.86
24195,35,45000,RENT,2.0,OUTRO,B,10000,10.36
24196,29,70000,HIPOTECA,1.0,EDUCAÇÃO,B,20000,9.88
24197,28,70000,HIPOTECA,12.0,PERSONAL,A,3000,6.39
24198,30,70000,HIPOTECA,0.0,MELHORIA DE CASA,C,15000,12.73
24199,28,39000,RENT,6.0,MÉDICO,D,10000,14.96
24200,31,64000,HIPOTECA,14.0,CONSOLIDAÇÃO DE DÍVIDAS,B,25000,10.62
24201,27,45000,RENT,9.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10000,7.51
24202,27,45000,RENT,,MÉDICO,C,10000,14.22
24203,35,39000,RENT,2.0,MÉDICO,C,10000,13.16
24204,30,70000,HIPOTECA,14.0,MÉDICO,A,6000,
24205,28,54400,HIPOTECA,6.0,MÉDICO,D,5000,16.07
24206,29,39000,RENT,1.0,MELHORIA DE CASA,D,10000,14.11
24207,31,70000,HIPOTECA,2.0,MÉDICO,B,4625,10.62
24208,31,70000,HIPOTECA,16.0,OUTRO,A,14000,7.88
24209,32,70000,HIPOTECA,7.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,9.88
24210,35,70000,PRÓPRIO,6.0,OUTRO,B,17000,9.88
24211,30,64000,HIPOTECA,,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,10.25
24212,30,45000,RENT,4.0,OUTRO,D,10000,13.36
24213,27,54400,HIPOTECA,11.0,MÉDICO,D,11000,15.33
24214,29,70000,HIPOTECA,13.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6500,7.88
24215,29,70000,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,C,10000,13.85
24216,27,45000,RENT,1.0,MÉDICO,B,10000,9.2
24217,34,52800,RENT,2.0,CONSOLIDAÇÃO DE DÍVIDAS,B,4325,10.75
24218,33,70000,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,C,3000,13.57
24219,31,64000,HIPOTECA,4.0,CONSOLIDAÇÃO DE DÍVIDAS,C,5100,13.22
24220,34,10380,RENT,,OUTRO,C,4250,12.68
24221,28,35000,RENT,5.0,OUTRO,F,4250,16.96
24222,34,70000,HIPOTECA,16.0,PERSONAL,A,4000,7.74
24223,28,10800,RENT,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,4200,11.83
24224,31,14400,RENT,0.0,CONSOLIDAÇÃO DE DÍVIDAS,C,4200,14.17
24225,27,70000,HIPOTECA,7.0,OUTRO,D,8000,16.0
24226,33,70000,HIPOTECA,0.0,PERSONAL,C,5600,13.57
24227,28,70000,HIPOTECA,4.0,MELHORIA DE CASA,B,20000,12.18
24228,30,39600,RENT,4.0,CONSOLIDAÇÃO DE DÍVIDAS,F,10000,20.89
24229,31,70000,HIPOTECA,11.0,EDUCAÇÃO,A,2000,7.4
24230,29,70000,OUTROS,1.0,PERSONAL,B,5000,11.14
24231,28,70000,HIPOTECA,11.0,OUTRO,E,15000,16.0
24232,27,64000,HIPOTECA,12.0,EDUCAÇÃO,B,6000,
24233,27,45996,RENT,3.0,OUTRO,C,10000,
24234,32,46000,RENT,16.0,PERSONAL,B,10000,10.59
24235,35,46000,RENT,3.0,MÉDICO,E,10000,17.14
24236,31,46000,RENT,0.0,MÉDICO,A,10000,7.51
24237,29,40000,RENT,1.0,MELHORIA DE CASA,C,10000,13.16
24238,27,46000,RENT,1.0,OUTRO,A,10000,9.32
24239,27,70000,PRÓPRIO,0.0,PERSONAL,C,15000,12.84
24240,28,30000,RENT,6.0,OUTRO,C,4200,15.23
24241,34,30000,RENT,5.0,OUTRO,A,4200,5.79
24242,33,70000,HIPOTECA,3.0,OUTRO,C,20000,12.84
24243,27,30000,RENT,2.0,OUTRO,B,4200,12.53
24244,35,30996,RENT,18.0,EDUCAÇÃO,C,4200,14.79
24245,28,64000,OUTROS,11.0,PERSONAL,A,15000,9.63
24246,31,31500,RENT,2.0,MÉDICO,B,4200,9.99
24247,27,32000,RENT,3.0,MÉDICO,A,4200,8.0
24248,28,33600,RENT,12.0,EDUCAÇÃO,B,4200,10.0
24249,27,35000,RENT,3.0,PERSONAL,A,4200,
24250,30,36000,RENT,2.0,EDUCAÇÃO,C,4200,14.27
24251,34,64000,HIPOTECA,13.0,PERSONAL,B,24000,10.71
24252,28,70000,HIPOTECA,0.0,OUTRO,B,5275,
24253,28,70000,HIPOTECA,0.0,EDUCAÇÃO,A,5000,7.43
24254,29,70008,HIPOTECA,8.0,MÉDICO,A,5000,5.99
24255,30,40000,RENT,0.0,PERSONAL,C,4200,12.68
24256,33,70116,HIPOTECA,,PERSONAL,B,5000,11.71
24257,28,40000,RENT,2.0,OUTRO,A,4200,7.51
24258,32,70197,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,A,4100,7.51
24259,27,70200,HIPOTECA,9.0,MELHORIA DE CASA,A,6000,7.29
24260,28,70254,PRÓPRIO,12.0,OUTRO,A,3500,6.62
24261,28,70356,HIPOTECA,12.0,EDUCAÇÃO,B,6000,11.11
24262,27,70392,HIPOTECA,9.0,OUTRO,B,1500,
24263,32,70400,HIPOTECA,3.0,PERSONAL,A,13000,7.88
24264,27,70400,HIPOTECA,6.0,PERSONAL,C,15000,
24265,27,43200,RENT,4.0,MÉDICO,B,4200,10.74
24266,32,64500,HIPOTECA,3.0,EDUCAÇÃO,C,19400,13.11
24267,28,64500,HIPOTECA,1.0,OUTRO,C,4000,13.79
24268,27,48000,RENT,4.0,CONSOLIDAÇÃO DE DÍVIDAS,B,4200,10.74
24269,34,70596,HIPOTECA,18.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,11.26
24270,33,70632,HIPOTECA,,MÉDICO,B,1500,10.65
24271,30,48500,RENT,0.0,MÉDICO,B,4200,11.48
24272,32,52000,RENT,10.0,EDUCAÇÃO,A,4200,7.51
24273,32,52000,RENT,3.0,EDUCAÇÃO,C,4200,13.23
24274,28,70834,HIPOTECA,4.0,PERSONAL,B,20000,12.21
24275,35,53000,RENT,2.0,MELHORIA DE CASA,B,4200,11.71
24276,28,70900,HIPOTECA,12.0,EDUCAÇÃO,D,25000,15.37
24277,28,70920,HIPOTECA,12.0,PERSONAL,A,7600,6.03
24278,32,53500,RENT,1.0,PERSONAL,C,4200,13.98
24279,29,54996,RENT,6.0,PERSONAL,E,4200,15.95
24280,29,55044,RENT,6.0,MELHORIA DE CASA,C,4200,
24281,28,71000,HIPOTECA,4.0,PERSONAL,A,12000,8.49
24282,30,50650,RENT,5.0,PERSONAL,B,4200,9.91
24283,33,71000,HIPOTECA,4.0,MÉDICO,B,5300,11.49
24284,32,71000,HIPOTECA,10.0,MELHORIA DE CASA,A,14000,6.99
24285,31,60000,RENT,4.0,MELHORIA DE CASA,A,4200,8.49
24286,29,60000,RENT,6.0,MÉDICO,A,4200,8.63
24287,33,71000,HIPOTECA,10.0,MELHORIA DE CASA,A,10000,5.79
24288,33,71000,HIPOTECA,7.0,EDUCAÇÃO,C,8000,12.68
24289,29,71000,HIPOTECA,4.0,MELHORIA DE CASA,C,11000,13.43
24290,28,71000,HIPOTECA,1.0,PERSONAL,B,20000,
24291,27,55512,RENT,11.0,MÉDICO,C,4200,14.26
24292,35,61600,RENT,4.0,MÉDICO,A,4200,7.29
24293,32,65000,RENT,2.0,OUTRO,C,4200,14.79
24294,29,71000,PRÓPRIO,13.0,MÉDICO,A,14000,7.14
24295,33,71000,HIPOTECA,11.0,PERSONAL,C,6000,14.72
24296,29,71000,HIPOTECA,4.0,CONSOLIDAÇÃO DE DÍVIDAS,A,4000,7.14
24297,27,53550,RENT,3.0,MÉDICO,B,4200,11.99
24298,32,64000,RENT,1.0,EDUCAÇÃO,D,4200,
24299,27,71000,RENT,9.0,CONSOLIDAÇÃO DE DÍVIDAS,B,4200,
24300,34,70000,RENT,1.0,EDUCAÇÃO,D,4200,14.61
24301,30,85000,RENT,5.0,MÉDICO,A,4200,5.99
24302,28,71000,HIPOTECA,1.0,OUTRO,B,9800,12.21
24303,27,93000,RENT,11.0,PERSONAL,A,4200,5.42
24304,29,25000,RENT,0.0,PERSONAL,B,4125,11.71
24305,28,71007,HIPOTECA,4.0,EDUCAÇÃO,F,25000,18.62
24306,34,59000,RENT,0.0,EDUCAÇÃO,D,4100,14.91
24307,31,19200,RENT,0.0,MÉDICO,A,4075,8.32
24308,27,71352,HIPOTECA,3.0,OUTRO,A,9000,6.54
24309,34,55000,RENT,5.0,EDUCAÇÃO,A,4050,
24310,27,71500,HIPOTECA,2.0,EDUCAÇÃO,A,15000,
24311,29,71500,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,6000,9.63
24312,28,71500,HIPOTECA,13.0,MELHORIA DE CASA,B,15000,11.49
24313,35,71500,HIPOTECA,1.0,MELHORIA DE CASA,B,19200,10.99
24314,28,12000,RENT,0.0,MÉDICO,B,4000,
24315,27,71700,HIPOTECA,11.0,MELHORIA DE CASA,C,9000,13.8
24316,27,71738,HIPOTECA,4.0,EDUCAÇÃO,B,11500,9.63
24317,31,47000,RENT,5.0,EDUCAÇÃO,B,10000,11.99
24318,28,47200,RENT,3.0,PERSONAL,B,10000,9.99
24319,31,47500,RENT,2.0,MÉDICO,C,10000,15.96
24320,27,72000,HIPOTECA,9.0,PERSONAL,D,22000,17.58
24321,31,66000,HIPOTECA,11.0,MELHORIA DE CASA,B,2400,9.91
24322,28,41500,RENT,4.0,CONSOLIDAÇÃO DE DÍVIDAS,C,10000,
24323,34,72000,PRÓPRIO,2.0,MÉDICO,A,13150,6.03
24324,29,47800,RENT,4.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10000,7.49
24325,34,72000,HIPOTECA,8.0,MELHORIA DE CASA,C,10000,13.49
24326,31,42000,RENT,4.0,EDUCAÇÃO,B,10000,11.71
24327,27,72000,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10000,7.9
24328,28,72000,HIPOTECA,12.0,MÉDICO,A,4500,6.62
24329,27,72000,HIPOTECA,2.0,MÉDICO,A,21100,8.9
24330,30,66000,HIPOTECA,2.0,MELHORIA DE CASA,B,12000,11.71
24331,29,48000,RENT,6.0,MÉDICO,C,10000,13.8
24332,34,72000,HIPOTECA,11.0,OUTRO,B,5800,
24333,29,72000,HIPOTECA,3.0,MÉDICO,B,14000,10.65
24334,27,72000,HIPOTECA,6.0,MÉDICO,A,17000,6.03
24335,29,42000,RENT,2.0,MELHORIA DE CASA,D,10000,15.21
24336,31,72000,HIPOTECA,15.0,MÉDICO,A,1900,7.51
24337,27,72000,HIPOTECA,11.0,EDUCAÇÃO,C,15000,
24338,28,72000,HIPOTECA,3.0,EDUCAÇÃO,C,28000,15.96
24339,29,48000,RENT,13.0,PERSONAL,A,10000,7.51
24340,27,72000,HIPOTECA,7.0,MÉDICO,A,6500,6.03
24341,27,72000,PRÓPRIO,2.0,MÉDICO,A,10000,6.62
24342,27,72000,HIPOTECA,4.0,PERSONAL,B,14000,12.42
24343,31,72000,HIPOTECA,6.0,MELHORIA DE CASA,A,9800,6.62
24344,35,72000,HIPOTECA,3.0,MELHORIA DE CASA,A,12800,6.62
24345,29,48000,RENT,4.0,MÉDICO,B,10000,10.62
24346,27,48000,RENT,0.0,MÉDICO,B,10000,10.62
24347,28,48000,RENT,8.0,PERSONAL,C,10000,13.48
24348,27,72000,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,A,15000,5.42
24349,34,48000,RENT,14.0,PERSONAL,D,10000,15.7
24350,30,48000,RENT,3.0,OUTRO,C,10000,12.87
24351,30,48000,RENT,1.0,EDUCAÇÃO,B,10000,12.18
24352,30,72000,HIPOTECA,8.0,CONSOLIDAÇÃO DE DÍVIDAS,C,4800,13.49
24353,29,72000,HIPOTECA,6.0,EDUCAÇÃO,A,10800,6.99
24354,30,72000,HIPOTECA,3.0,MÉDICO,A,14000,6.99
24355,27,72000,HIPOTECA,11.0,MÉDICO,C,9500,13.99
24356,33,72000,HIPOTECA,,PERSONAL,A,5000,6.99
24357,31,72000,PRÓPRIO,6.0,EDUCAÇÃO,A,16000,
24358,27,72000,PRÓPRIO,2.0,EDUCAÇÃO,B,12000,9.99
24359,30,72000,HIPOTECA,14.0,MELHORIA DE CASA,B,3000,9.99
24360,33,72000,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,A,4250,5.42
24361,28,48000,RENT,0.0,EDUCAÇÃO,B,10000,10.08
24362,27,72000,HIPOTECA,11.0,MÉDICO,B,6150,
24363,29,72000,HIPOTECA,3.0,MÉDICO,B,12000,11.49
24364,29,72000,HIPOTECA,6.0,OUTRO,D,16800,15.62
24365,28,56100,HIPOTECA,12.0,MÉDICO,A,10000,8.49
24366,27,72000,HIPOTECA,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,10.99
24367,27,72000,HIPOTECA,11.0,PERSONAL,B,7000,11.49
24368,31,72000,HIPOTECA,14.0,MÉDICO,A,7000,5.42
24369,30,66000,HIPOTECA,14.0,EDUCAÇÃO,C,11200,13.49
24370,30,72000,HIPOTECA,14.0,EDUCAÇÃO,C,9000,15.23
24371,27,49800,RENT,3.0,PERSONAL,B,10000,10.74
24372,35,72000,HIPOTECA,4.0,MÉDICO,B,15000,10.59
24373,30,72000,HIPOTECA,4.0,OUTRO,B,6000,11.99
24374,32,72000,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,A,24000,6.92
24375,30,72000,HIPOTECA,12.0,MÉDICO,B,10000,10.0
24376,29,72000,HIPOTECA,13.0,OUTRO,A,22100,7.29
24377,35,50000,RENT,4.0,EDUCAÇÃO,B,10000,9.91
24378,31,72000,HIPOTECA,7.0,OUTRO,A,5000,6.92
24379,32,66000,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,D,2000,15.28
24380,27,72000,HIPOTECA,6.0,EDUCAÇÃO,A,6000,5.42
24381,30,72000,HIPOTECA,7.0,EDUCAÇÃO,C,9600,14.17
24382,29,72000,HIPOTECA,13.0,MÉDICO,A,7400,5.42
24383,28,72000,HIPOTECA,5.0,MELHORIA DE CASA,A,12000,6.92
24384,27,44000,RENT,5.0,OUTRO,C,10000,15.27
24385,28,72000,PRÓPRIO,6.0,MÉDICO,B,25000,11.11
24386,31,50000,RENT,1.0,MÉDICO,B,10000,12.69
24387,33,50000,RENT,3.0,PERSONAL,B,10000,
24388,27,72000,HIPOTECA,5.0,MÉDICO,A,11500,6.91
24389,27,72000,HIPOTECA,2.0,EDUCAÇÃO,B,2600,9.25
24390,29,72000,HIPOTECA,5.0,PERSONAL,A,10000,6.17
24391,28,50000,RENT,12.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,10.74
24392,30,50000,RENT,6.0,MÉDICO,C,10000,
24393,30,50000,RENT,0.0,MELHORIA DE CASA,B,10000,10.36
24394,32,50000,RENT,6.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,9.25
24395,28,72000,HIPOTECA,12.0,PERSONAL,E,16000,15.95
24396,27,72000,HIPOTECA,4.0,CONSOLIDAÇÃO DE DÍVIDAS,B,24000,
24397,28,50000,RENT,5.0,PERSONAL,A,10000,7.88
24398,28,44000,RENT,2.0,MÉDICO,C,10000,13.48
24399,30,50000,RENT,3.0,PERSONAL,C,10000,13.22
24400,30,72000,HIPOTECA,5.0,MÉDICO,B,20000,10.38
24401,29,72000,HIPOTECA,7.0,MÉDICO,A,24000,7.88
24402,34,72000,HIPOTECA,10.0,MELHORIA DE CASA,A,4000,7.14
24403,30,72000,HIPOTECA,13.0,OUTRO,A,12000,7.88
24404,29,50000,RENT,2.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,11.26
24405,31,44000,RENT,1.0,MELHORIA DE CASA,B,10000,10.71
24406,27,44004,RENT,4.0,CONSOLIDAÇÃO DE DÍVIDAS,D,10000,
24407,30,72000,HIPOTECA,3.0,MÉDICO,C,9000,14.22
24408,29,44004,RENT,7.0,PERSONAL,D,10000,15.33
24409,35,72000,HIPOTECA,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10750,7.51
24410,28,72000,HIPOTECA,,MÉDICO,B,22000,10.25
24411,28,72000,HIPOTECA,3.0,MELHORIA DE CASA,B,4000,10.99
24412,29,72000,HIPOTECA,0.0,OUTRO,B,24000,10.99
24413,33,44784,RENT,2.0,EDUCAÇÃO,D,10000,
24414,33,50800,RENT,16.0,EDUCAÇÃO,E,10000,16.4
24415,32,50911,RENT,7.0,PERSONAL,C,10000,13.06
24416,27,72000,HIPOTECA,7.0,PERSONAL,B,4200,
24417,28,51000,RENT,3.0,MELHORIA DE CASA,A,10000,6.92
24418,28,72000,HIPOTECA,13.0,PERSONAL,C,16000,14.26
24419,27,51000,RENT,0.0,OUTRO,A,10000,7.88
24420,27,72000,PRÓPRIO,10.0,OUTRO,A,10000,8.94
24421,29,72000,PRÓPRIO,1.0,EDUCAÇÃO,C,10000,
24422,28,72000,HIPOTECA,12.0,OUTRO,A,15000,8.94
24423,29,66000,HIPOTECA,4.0,CONSOLIDAÇÃO DE DÍVIDAS,E,8200,17.04
24424,31,72000,HIPOTECA,15.0,OUTRO,D,12300,14.96
24425,28,72000,HIPOTECA,1.0,EDUCAÇÃO,D,6000,15.37
24426,32,51996,RENT,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10000,5.79
24427,33,51996,RENT,4.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10000,7.14
24428,30,72000,HIPOTECA,3.0,PERSONAL,B,12000,10.95
24429,28,72000,HIPOTECA,3.0,MELHORIA DE CASA,B,10000,10.95
24430,27,72000,HIPOTECA,11.0,EDUCAÇÃO,B,12500,11.89
24431,28,52000,RENT,2.0,PERSONAL,B,10000,12.69
24432,27,72000,HIPOTECA,8.0,OUTRO,C,15250,13.16
24433,28,72000,HIPOTECA,9.0,PERSONAL,B,18000,11.89
24434,28,52000,RENT,12.0,OUTRO,A,10000,6.92
24435,29,52000,RENT,4.0,MÉDICO,C,10000,13.23
24436,33,72000,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,6600,
24437,29,72000,HIPOTECA,9.0,MELHORIA DE CASA,A,1000,7.68
24438,28,72000,HIPOTECA,8.0,PERSONAL,D,7500,6.0
24439,31,52000,RENT,4.0,OUTRO,B,10000,11.83
24440,29,52000,RENT,9.0,PERSONAL,A,10000,8.0
24441,27,72000,PRÓPRIO,4.0,EDUCAÇÃO,C,8000,11.09
24442,33,53000,RENT,13.0,EDUCAÇÃO,C,10000,15.96
24443,29,72072,HIPOTECA,4.0,CONSOLIDAÇÃO DE DÍVIDAS,A,12000,8.49
24444,28,72087,HIPOTECA,10.0,PERSONAL,C,16000,
24445,27,53000,RENT,7.0,EDUCAÇÃO,B,10000,10.25
24446,33,53000,RENT,2.0,EDUCAÇÃO,A,10000,8.94
24447,28,53000,RENT,2.0,MÉDICO,B,10000,11.89
24448,28,53376,RENT,5.0,PERSONAL,A,10000,5.42
24449,29,72396,HIPOTECA,9.0,PERSONAL,B,9000,10.59
24450,33,54000,RENT,13.0,OUTRO,A,10000,8.9
24451,29,72500,HIPOTECA,0.0,PERSONAL,A,30000,7.49
24452,31,72500,HIPOTECA,12.0,MELHORIA DE CASA,B,8875,11.99
24453,35,54000,RENT,,PERSONAL,A,10000,5.42
24454,32,72500,HIPOTECA,4.0,MELHORIA DE CASA,A,4000,5.42
24455,27,56525,HIPOTECA,4.0,MÉDICO,D,12000,15.95
24456,35,72500,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,4000,10.25
24457,30,54000,RENT,8.0,MELHORIA DE CASA,A,10000,6.17
24458,29,72500,HIPOTECA,2.0,MÉDICO,C,7000,13.79
24459,33,54000,RENT,15.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,10.99
24460,29,54996,RENT,1.0,OUTRO,B,10000,9.99
24461,27,72800,HIPOTECA,7.0,MELHORIA DE CASA,B,7000,
24462,28,48996,RENT,12.0,MÉDICO,B,10000,10.37
24463,31,54996,RENT,3.0,MELHORIA DE CASA,A,10000,7.74
24464,33,72890,HIPOTECA,1.0,MÉDICO,C,16400,13.79
24465,27,72900,HIPOTECA,3.0,PERSONAL,D,10000,15.7
24466,34,72960,HIPOTECA,1.0,MÉDICO,B,11000,12.21
24467,27,72996,HIPOTECA,12.0,EDUCAÇÃO,A,9200,6.03
24468,30,48996,RENT,1.0,MELHORIA DE CASA,E,10000,15.45
24469,28,73000,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,A,15600,6.03
24470,27,55000,RENT,11.0,EDUCAÇÃO,C,10000,14.27
24471,27,73000,HIPOTECA,11.0,CONSOLIDAÇÃO DE DÍVIDAS,A,13000,6.03
24472,31,73000,HIPOTECA,3.0,MELHORIA DE CASA,B,15000,
24473,31,55000,RENT,2.0,MÉDICO,B,10000,12.42
24474,32,73000,HIPOTECA,7.0,PERSONAL,A,9600,7.9
24475,31,55000,RENT,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,10.59
24476,32,55000,RENT,5.0,MÉDICO,A,10000,8.49
24477,34,73000,HIPOTECA,7.0,MELHORIA DE CASA,A,20675,
24478,32,73000,HIPOTECA,5.0,MELHORIA DE CASA,D,6000,15.62
24479,32,73000,HIPOTECA,3.0,MELHORIA DE CASA,A,8500,7.29
24480,27,73000,HIPOTECA,11.0,PERSONAL,A,10000,5.79
24481,27,55000,RENT,3.0,MELHORIA DE CASA,B,10000,10.25
24482,29,73000,HIPOTECA,7.0,MELHORIA DE CASA,A,12000,7.29
24483,31,73000,HIPOTECA,3.0,OUTRO,C,12000,
24484,29,55000,RENT,2.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,12.53
24485,32,55000,RENT,4.0,OUTRO,D,10000,14.42
24486,28,55000,RENT,1.0,MÉDICO,A,10000,9.32
24487,27,73000,HIPOTECA,11.0,EDUCAÇÃO,A,17000,7.88
24488,28,73000,HIPOTECA,5.0,PERSONAL,C,12000,13.11
24489,34,55000,RENT,0.0,MÉDICO,B,10000,9.51
24490,28,73000,HIPOTECA,6.0,OUTRO,B,15000,11.83
24491,27,55812,RENT,3.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10000,6.54
24492,35,56000,RENT,5.0,EDUCAÇÃO,B,10000,12.42
24493,31,73000,HIPOTECA,8.0,EDUCAÇÃO,A,6800,7.74
24494,33,56000,RENT,7.0,PERSONAL,B,10000,11.36
24495,33,56000,RENT,2.0,EDUCAÇÃO,A,10000,7.74
24496,28,73000,HIPOTECA,11.0,EDUCAÇÃO,B,15000,
24497,27,56253,RENT,11.0,OUTRO,B,10000,11.36
24498,28,73008,HIPOTECA,2.0,EDUCAÇÃO,C,14000,12.73
24499,28,73073,HIPOTECA,8.0,OUTRO,A,4200,5.79
24500,29,57000,RENT,5.0,EDUCAÇÃO,E,10000,18.64
24501,27,73200,HIPOTECA,5.0,PERSONAL,B,18000,10.99
24502,27,73200,HIPOTECA,7.0,EDUCAÇÃO,C,15000,13.22
24503,32,73200,HIPOTECA,1.0,PERSONAL,B,7200,10.2
24504,34,67392,HIPOTECA,0.0,PERSONAL,C,15000,13.85
24505,27,73400,HIPOTECA,10.0,MÉDICO,A,2100,6.76
24506,34,57000,RENT,1.0,EDUCAÇÃO,B,10000,11.14
24507,28,73500,PRÓPRIO,12.0,MELHORIA DE CASA,B,10000,9.88
24508,30,73524,HIPOTECA,2.0,EDUCAÇÃO,D,10000,14.74
