idade,renda,propriedadeCasa,tempoEmprego,intensao,grau,valor,juros
32,150000,1,16,4,0,6000,7
27,86000,0,7,0,0,15000,6
33,150000,1,12,1,1,13125,11
32,86400,0,2,3,0,15000,6
29,150000,1,1,2,2,10000,13
28,19200,3,2,4,3,4700,15
29,150000,1,4,2,0,7200,7
29,87000,0,1,5,1,15000,10
30,150000,3,5,4,3,5425,11
32,75000,0,6,5,1,15000,8
33,150000,1,0,0,1,4000,10
35,87000,0,6,3,1,15000,11
27,150000,1,11,4,1,25000,10
29,150000,1,4,0,0,14000,5
29,150000,1,14,3,0,12000,5
31,18996,3,6,5,2,7000,11
27,150000,1,7,0,1,20000,11
27,150000,1,2,2,0,18000,11
33,138000,1,18,5,6,25000,21
27,150000,1,3,1,4,8000,17
33,18720,3,0,0,2,3500,13
34,150000,1,5,3,1,15000,11
28,150000,1,4,1,1,20000,11
32,150000,1,4,0,1,7800,11
28,150000,3,12,5,0,8500,6
34,78000,0,9,0,4,15000,16
29,150000,1,9,5,1,12000,10
29,150000,1,0,5,2,10700,14
28,150000,1,12,1,2,10000,11
28,150000,1,5,5,0,15000,7
34,90000,0,15,3,1,15000,11
30,138000,1,3,1,4,23975,17
29,138000,1,2,4,4,24000,16
32,150000,1,0,4,4,24000,17
33,150000,3,14,3,1,21000,11
30,150000,3,14,4,1,24000,11
33,150000,3,17,4,1,20000,11
29,90000,0,5,2,2,15000,13
27,150000,3,0,1,0,10000,8
30,90000,0,10,5,3,15000,14
34,150000,1,14,3,4,25000,16
27,150000,1,1,3,1,12000,11
27,150000,1,4,4,2,20000,12
29,150000,1,12,4,0,7000,9
28,150000,1,12,5,1,15000,11
35,150000,1,5,0,2,15000,13
28,92000,0,4,0,0,15000,7
28,150000,1,11,5,0,15000,9
27,150000,1,11,4,0,9000,9
27,150000,1,11,3,1,8000,12
28,150000,1,0,3,4,25000,15
29,150000,1,2,5,1,16000,11
30,37800,0,4,2,1,15050,9
30,150000,1,2,5,3,12000,11
28,150000,1,6,3,0,10000,8
30,150000,1,8,4,0,5000,11
31,29000,0,14,5,2,15075,11
27,150792,1,11,4,1,6000,11
31,150996,1,13,3,0,10000,6
31,151000,1,1,1,2,21000,11
30,151800,1,14,5,2,17525,12
31,152000,1,15,4,0,15000,8
35,140004,1,6,4,2,8400,12
35,153000,1,13,4,1,9500,11
33,153000,1,11,3,2,10000,14
28,18000,3,12,3,2,3500,14
29,153000,3,13,3,1,3000,10
32,153000,1,5,3,2,8400,12
35,153660,1,3,5,0,24000,7
35,154000,3,13,3,0,12000,6
34,154000,1,4,4,1,4000,10
32,154000,1,11,0,1,20000,11
32,155000,3,6,2,1,15000,12
35,75000,0,13,3,5,15175,21
28,143000,1,5,5,3,8275,16
31,155000,1,5,5,0,7000,5
28,143000,1,3,0,4,25000,17
33,18000,3,17,2,0,7000,8
32,155000,1,8,2,2,8000,11
28,50000,0,2,1,1,15200,10
32,155004,1,9,3,0,15000,8
30,155867,1,15,1,2,8000,12
34,156000,1,9,2,0,25000,11
33,156000,1,4,1,0,2400,7
32,156000,1,14,4,1,10000,9
27,156000,1,11,5,0,5000,6
27,156000,1,8,1,3,15000,14
32,156600,1,8,1,1,25000,10
31,157000,1,5,1,0,7200,7
28,157000,3,12,3,2,12000,13
27,157500,3,6,2,2,25000,12
27,157544,1,8,3,2,35000,12
28,145656,1,2,0,1,10000,10
28,158000,1,6,2,0,15000,7
30,158000,1,6,5,1,21000,12
30,111000,0,3,3,2,15450,10
29,158000,3,13,1,0,11000,8
35,158000,3,14,1,1,10000,9
29,158000,3,1,2,0,20000,6
28,158367,1,5,2,0,12000,6
28,159000,1,3,4,1,15000,11
27,159600,1,1,5,1,25000,11
29,159996,3,1,5,1,10000,11
29,38000,0,3,4,2,15500,12
28,160000,1,4,0,1,34000,9
27,148000,1,1,5,2,28000,12
34,160000,1,14,0,2,25000,13
27,160000,1,4,0,1,6000,10
34,160000,1,1,5,0,23000,6
30,160000,1,4,1,2,7000,13
35,68324,0,3,2,2,15600,12
33,160000,1,3,4,1,22000,10
32,160000,1,9,0,0,12000,7
27,90000,0,11,4,1,15600,12
27,160000,1,4,5,1,25000,10
32,160000,1,0,3,0,17400,7
27,100000,0,7,4,4,15600,17
35,160000,3,10,3,1,24000,11
28,160000,3,12,4,1,23000,11
35,148000,1,19,0,3,25000,14
34,160000,1,9,0,1,7500,11
29,162480,1,2,4,1,25000,12
30,55000,0,14,0,2,15800,14
27,151000,1,11,0,3,20000,14
27,163232,1,5,3,1,4800,11
27,165000,1,6,2,1,35000,12
29,165000,1,13,3,0,10000,6
34,165000,1,18,3,0,12000,6
29,72000,0,13,2,2,15900,13
35,165000,1,3,0,1,8000,11
33,130050,1,0,2,3,10000,14
33,153000,1,1,5,3,23100,14
28,165000,1,5,0,1,12400,11
27,166000,1,11,5,4,30000,11
27,80000,0,5,5,0,16000,7
31,168000,1,6,3,2,25000,13
31,168000,1,2,3,1,15500,9
28,168000,3,12,2,0,6800,11
29,74000,0,3,5,2,16000,13
32,170000,1,16,3,0,6000,7
29,170000,1,13,0,1,18000,12
32,62900,0,6,2,3,16000,14
29,74000,0,0,5,2,16000,13
28,170000,1,8,4,5,20000,18
33,158000,1,11,4,4,15000,16
28,170000,1,0,1,0,10000,11
28,170000,1,4,1,3,20000,11
28,170000,1,3,2,1,4000,11
27,84000,0,0,2,1,16000,12
30,170000,1,2,3,1,14000,10
33,170000,3,15,5,2,21000,14
30,172000,1,13,3,1,20000,11
33,172000,1,4,1,1,16000,9
31,85000,0,5,1,2,16000,11
29,173088,1,13,3,2,8000,13
30,163000,1,15,4,1,3500,10
27,175000,1,7,2,0,15000,7
27,175000,1,11,3,1,21000,11
27,90000,0,1,1,1,16000,12
34,175000,1,18,4,1,12000,10
32,175000,1,17,5,1,24000,11
28,90000,0,7,3,2,16000,12
27,90000,0,11,5,1,16000,8
27,175000,1,11,5,0,11500,7
33,175000,1,4,0,1,25000,10
29,175000,1,8,3,0,2500,7
29,175000,1,2,5,0,10000,11
30,175000,1,15,3,3,25000,11
35,175000,3,19,2,2,24000,12
33,163400,1,17,1,4,10000,18
28,176000,1,12,5,1,25000,10
32,164000,1,15,0,3,2400,14
31,176600,1,15,0,2,3500,11
28,176608,1,1,3,2,21125,13
31,70550,0,2,2,3,16000,17
33,178650,1,5,5,0,20000,6
31,179000,1,13,2,2,11200,14
30,180000,1,5,2,0,14000,6
30,180000,1,0,0,0,6000,6
30,180000,1,13,4,1,28000,10
27,180000,1,7,5,0,16000,11
29,180000,1,2,2,0,20000,11
29,180000,1,13,0,2,12000,12
27,180000,1,2,2,2,8000,13
27,100000,0,12,3,1,16000,11
32,180000,1,2,4,2,15600,11
30,182004,1,2,4,0,7200,6
27,170496,1,3,0,1,15000,11
34,182500,1,6,5,2,15000,12
34,101000,0,0,3,0,16000,6
27,105000,0,1,5,1,16000,11
34,185000,1,18,0,2,18250,11
28,107000,0,4,5,2,16000,13
27,189000,1,2,3,3,5125,14
30,189000,1,5,5,4,16000,16
27,110000,0,6,1,2,16000,15
29,193086,1,3,0,1,11125,10
34,195000,1,14,3,2,6000,14
34,195000,1,18,4,0,6000,6
30,110000,0,9,5,2,16000,11
30,198171,1,4,0,0,5000,5
28,199000,1,12,5,0,10000,9
27,200000,1,9,4,0,7000,6
31,200000,1,1,2,1,7800,9
35,200000,1,3,1,2,25000,11
29,108000,0,11,1,1,16000,11
30,200000,1,14,0,2,21600,13
31,200000,1,4,3,0,9000,7
29,200000,1,4,2,0,12000,7
31,200000,3,4,5,1,23500,10
30,200000,3,14,3,0,16000,11
29,200000,3,13,1,1,23000,12
32,188000,1,0,1,1,10000,10
33,200000,1,5,5,1,25000,9
29,200000,1,9,2,1,6000,11
34,130000,0,18,3,0,16000,6
32,130000,0,0,4,0,16000,11
33,201000,1,3,0,2,20000,14
28,201000,3,4,3,0,12000,11
31,201000,1,3,5,1,15000,11
29,201000,1,0,3,1,18000,11
27,192000,1,11,0,3,15000,17
32,204000,3,16,1,1,25000,11
29,195000,1,5,3,2,3600,14
33,210000,1,17,0,1,20000,9
29,210000,1,2,2,1,14000,12
27,170000,0,0,5,0,16000,5
29,200000,0,14,1,1,16000,12
28,200000,0,0,4,2,16000,10
31,215000,1,2,2,1,15000,10
29,300000,0,1,5,1,16000,11
32,220000,1,13,5,4,33000,20
34,220000,1,6,0,1,7350,11
29,220000,1,0,1,0,2500,6
34,220000,1,13,0,2,11275,12
29,220000,1,13,0,1,8500,10
34,222000,1,0,2,0,13000,8
35,225000,1,17,3,0,5000,7
32,572400,0,16,2,1,16000,9
27,213000,1,11,0,4,35000,16
34,225000,1,4,2,2,3000,13
28,225000,1,12,4,0,20000,7
30,35576,0,14,1,2,19000,13
28,225000,1,12,0,1,6000,11
30,228000,1,9,3,3,12800,15
27,228000,1,12,5,0,6000,7
27,185300,1,11,2,3,35000,11
30,230000,1,14,0,2,12000,13
29,218000,1,1,0,5,25000,19
28,230000,1,12,0,1,10000,10
35,234600,1,1,5,3,7500,15
27,235000,1,5,3,2,28000,15
33,235000,1,3,1,1,25000,10
28,60000,0,3,0,0,19200,7
31,235000,3,5,2,3,11200,15
30,223800,1,15,5,1,25000,11
28,191250,1,11,2,4,9000,16
32,237000,1,14,5,1,21000,9
29,240000,1,13,0,0,12000,6
33,240000,3,15,4,2,15000,13
29,242400,3,12,2,1,35000,10
27,79636,0,11,4,3,19200,13
27,244000,2,0,3,3,15000,14
28,245000,1,0,4,4,18000,17
32,249996,1,4,4,2,14000,12
29,249999,1,2,1,0,25000,6
29,250000,1,5,4,0,10000,7
30,250000,3,8,2,3,15000,15
31,250000,1,14,4,3,12000,14
32,250000,1,7,1,1,20000,11
29,250000,1,13,1,2,20000,13
27,82000,0,4,0,1,19200,9
30,250000,1,1,0,1,5000,9
34,75500,0,0,1,3,19200,16
32,262000,1,12,2,1,12800,9
27,264000,1,0,2,0,35000,11
30,253000,1,3,0,3,24000,14
29,265000,1,2,4,1,25000,11
28,266000,1,12,4,0,9000,5
30,275000,1,14,1,1,7000,11
31,275000,1,4,4,1,30000,10
27,90000,0,4,5,0,19200,6
27,275000,1,11,3,1,35000,11
34,275004,1,2,3,3,25000,16
32,95000,0,1,0,1,19200,11
29,290000,1,13,4,1,13175,10
27,290000,1,0,2,1,7875,9
31,294000,1,7,3,0,12000,8
30,300000,3,14,5,1,35000,10
28,300000,1,1,4,2,9600,15
28,300000,1,12,1,2,10125,15
28,288000,1,12,3,6,18000,22
31,300000,1,1,3,2,35000,15
27,300000,1,11,0,0,35000,11
28,300000,1,11,0,0,10800,6
32,300000,1,2,2,2,24000,12
30,300000,1,3,3,0,6000,9
30,300000,1,14,2,1,20000,11
33,300000,3,8,2,3,25000,14
30,310000,1,13,0,1,14000,11
27,320000,1,11,0,0,28000,7
33,320000,1,2,3,0,14000,7
31,325000,1,4,2,0,10000,5
28,270300,1,3,2,4,25000,17
35,273700,1,8,2,3,25000,14
29,350000,1,13,0,0,12000,7
34,357000,1,3,5,4,14000,18
31,371000,1,0,5,0,5875,7
30,372000,3,4,5,1,2400,10
32,385000,1,3,3,0,19925,7
33,410000,1,3,5,1,35000,10
35,415000,1,2,5,4,15500,16
29,420000,1,5,0,2,8000,12
29,445000,1,3,4,1,25000,9
29,450000,1,4,1,3,25000,15
29,480000,1,6,2,0,6500,5
34,397800,1,5,2,3,14000,14
30,522000,1,11,5,0,2500,7
33,10080,3,11,3,0,7200,6
33,71000,0,17,5,3,19600,16
32,83300,0,0,2,3,19600,17
28,604000,1,12,4,1,25000,9
31,741600,1,3,2,1,12000,10
32,750000,1,2,0,1,30000,9
35,762000,3,8,2,0,10000,8
29,9600,0,1,0,1,2600,12
30,9600,0,4,4,0,1800,5
30,9600,0,1,0,2,1500,12
28,9081,0,4,5,1,3000,10
29,8500,0,7,3,0,4500,8
29,8472,0,2,4,0,3000,7
31,8412,3,4,4,0,2500,7
28,8000,0,1,5,1,4750,11
31,8000,0,0,1,0,4000,11
29,7200,0,4,3,1,2200,9
29,6000,0,0,5,0,3250,8
32,4200,0,4,4,2,1200,12
30,64000,1,3,1,0,10200,6
27,150000,1,2,5,0,18000,11
27,42504,0,2,4,1,7200,10
34,120000,1,0,5,5,25000,15
28,62000,0,0,5,0,15000,7
31,41004,0,5,4,3,5000,15
28,60000,1,4,0,1,4800,11
29,46000,1,3,4,1,6000,11
30,155000,0,9,2,0,6000,7
27,100000,1,11,4,0,14400,11
32,45996,0,2,1,1,1800,11
29,35000,0,12,0,0,1800,5
28,40000,1,9,0,1,19200,9
31,50402,1,4,3,2,3000,13
28,25000,0,0,1,0,7000,6
29,50000,3,3,2,1,4200,9
35,21340,0,0,0,1,8000,11
32,32004,0,16,2,1,4000,11
30,97750,1,3,2,3,20000,14
34,23000,3,2,3,0,2500,11
29,68000,0,1,1,1,10000,10
28,50000,1,3,3,0,5000,7
30,21600,0,1,0,1,1500,11
31,50000,1,5,3,0,2000,6
30,65000,0,11,4,3,12800,15
27,28800,0,6,2,3,5000,14
28,72000,1,9,5,1,18000,11
32,45000,1,2,4,2,8000,14
27,39000,1,11,5,4,5000,18
27,58000,0,11,3,0,7000,11
31,56000,0,15,0,2,3000,14
32,75000,0,3,5,0,10000,7
31,60682,0,3,3,0,8650,8
29,45600,1,9,2,0,2000,7
27,52000,0,0,5,1,5100,10
30,56628,1,2,2,0,12000,8
32,46000,0,0,0,3,3000,16
27,69000,0,11,0,3,6000,15
27,51000,0,9,4,1,1600,10
33,50000,0,6,4,3,6000,14
34,44000,3,2,1,2,10000,13
27,30000,0,8,4,1,11000,9
27,80000,1,4,1,0,15000,6
33,58000,0,0,0,1,14400,9
30,110000,3,14,4,2,12000,13
27,42000,1,0,2,0,4200,6
29,22000,0,0,0,1,8000,11
32,82000,1,13,4,1,10000,10
32,50004,0,5,1,3,2200,15
29,67000,1,13,3,0,10000,7
28,45000,0,1,2,1,10000,9
27,46800,1,5,1,1,6000,9
27,231252,1,1,4,1,2000,9
28,38196,1,5,4,1,10750,10
28,32568,0,3,1,3,15000,11
29,120000,1,10,5,0,4700,7
33,66000,3,16,5,0,3500,11
29,77800,0,2,3,1,9000,12
31,68000,0,1,4,0,6000,7
29,52000,1,6,5,3,12000,15
30,55000,1,3,0,1,12000,10
29,75000,1,9,4,1,8000,11
35,62475,1,5,2,3,9600,14
29,240000,1,11,4,3,35000,14
35,40000,3,5,3,0,8000,7
27,47000,0,1,2,1,13000,10
27,116000,1,4,4,3,25000,13
32,61000,1,3,0,0,2000,7
30,58000,1,2,5,0,13200,11
33,35600,0,1,2,2,6000,13
29,34000,0,13,3,2,2000,14
31,34000,0,3,1,0,5000,5
28,95000,1,5,4,0,5000,7
29,117000,0,6,1,1,21000,10
27,61000,1,11,1,1,1200,10
30,60000,1,8,2,2,7400,13
30,95000,1,6,0,0,12000,8
33,60000,1,1,5,3,17000,16
33,72250,1,0,2,3,25000,16
32,31000,0,0,1,1,5000,11
29,55000,1,9,5,0,5000,11
30,72000,1,7,5,2,9600,14
27,156000,1,11,0,0,5000,6
29,280000,1,6,2,2,15000,12
31,60000,0,2,4,0,4750,5
35,80000,0,0,1,1,7050,8
27,33996,0,8,1,3,6000,15
35,52000,0,2,2,1,3000,11
31,30000,0,2,2,1,3000,10
31,201000,1,3,4,1,15000,11
31,59000,0,2,0,2,8750,12
29,84000,1,1,5,1,20000,11
32,54000,1,9,3,2,13000,12
29,100000,3,13,4,0,10000,6
28,64900,1,12,0,3,25000,15
27,85500,0,1,5,3,11000,15
31,120000,1,6,0,0,28000,8
28,60000,0,4,5,0,10000,6
27,31500,0,10,0,2,6000,12
31,260000,1,6,2,2,25000,13
32,40000,3,2,3,2,7000,12
27,50000,0,4,4,2,6400,13
33,74400,0,15,3,2,3600,15
30,139008,1,2,3,2,15000,13
33,14400,3,0,3,2,2000,14
28,40000,0,1,4,2,1700,11
29,52000,1,6,5,1,7800,10
27,56525,1,4,2,3,12000,15
33,101000,1,8,0,0,5000,7
27,43218,0,11,4,2,5300,14
30,75000,0,2,0,2,6000,12
32,122004,1,13,2,0,10000,8
27,82000,1,11,3,0,10000,7
28,33000,0,12,4,2,8000,14
33,30000,0,3,1,1,11975,9
34,148750,0,3,2,0,12000,7
27,104000,1,11,2,1,10000,10
27,39996,3,1,5,1,8000,12
28,50000,0,2,1,3,2000,16
28,40000,0,12,0,1,12000,11
27,25200,0,0,2,2,2550,14
32,80000,0,1,4,1,6400,10
30,42000,0,0,2,1,1850,11
29,48000,0,6,1,1,6025,10
29,65000,0,4,4,3,12000,16
28,70000,1,13,2,0,5000,6
29,42996,0,5,3,2,6000,15
29,60000,1,2,2,0,1500,6
31,24000,3,0,3,1,6200,11
27,99000,1,4,2,0,9000,7
27,207182,1,11,4,1,22000,10
27,78500,0,6,1,0,8000,8
31,65000,1,3,0,2,10000,13
33,71000,1,4,0,1,5300,11
29,99000,1,1,4,1,6000,10
27,225000,1,1,0,1,14000,11
30,25000,0,4,4,1,3500,11
30,56400,0,1,0,1,7000,11
29,67992,1,0,3,0,2000,7
33,140000,1,6,5,0,13000,7
33,90000,1,5,1,0,4200,8
30,60000,0,8,2,0,5000,11
29,99000,0,3,4,2,8000,12
27,50000,1,3,5,1,15000,9
35,85000,0,1,3,0,3600,7
35,15000,3,3,2,0,3700,9
34,29152,0,4,0,1,5000,10
33,66500,1,1,1,0,9200,11
28,42000,0,3,1,3,9600,14
31,64900,0,2,3,0,10000,7
27,47380,1,11,1,2,15000,13
29,44000,0,2,3,3,5400,16
27,83300,0,11,2,3,20000,16
34,50725,0,1,3,2,5400,13
35,37440,0,2,2,1,8000,10
35,65000,1,4,0,0,6500,5
31,43288,0,7,1,1,10000,10
32,120000,0,11,1,0,12000,7
28,77250,0,1,5,1,10000,9
30,71000,0,2,4,0,12000,8
29,73000,0,7,0,2,2500,14
31,168000,1,2,1,1,15500,9
33,53004,0,0,1,2,20000,13
32,101000,0,3,2,1,20000,10
29,12000,0,1,1,3,4500,15
31,50000,0,4,4,3,6000,15
27,110000,1,4,5,0,2500,8
28,24000,0,0,0,2,10000,12
30,151800,1,14,1,2,17525,12
34,63504,0,0,2,1,3500,10
27,67000,0,5,0,2,12000,13
33,21600,0,2,0,2,6500,11
27,49200,1,4,5,0,2500,5
29,80400,1,13,2,0,8000,7
30,101500,0,2,5,1,18000,12
27,51996,3,8,1,3,9600,14
28,31000,3,0,4,0,1000,7
32,49000,0,16,3,1,6300,9
28,64000,1,3,2,2,5000,13
29,63000,0,5,4,3,10000,15
31,64000,0,9,4,2,8000,14
27,31000,0,0,4,1,4000,10
27,84000,0,8,3,2,7200,11
35,30720,1,4,5,0,6000,7
27,45000,3,9,4,0,12000,6
35,94000,1,9,0,1,15000,9
27,50000,1,0,3,0,12000,6
30,110000,1,12,5,1,5000,11
33,38400,1,0,1,1,10000,9
29,30000,1,3,2,1,4000,11
28,140000,0,3,1,1,12000,9
31,275000,1,9,3,2,25000,13
34,28000,3,1,5,1,3000,9
28,25200,0,5,4,3,11500,14
32,59363,0,2,2,2,6000,13
29,32000,0,5,4,3,9000,16
27,49600,0,2,3,3,8400,11
27,92300,1,6,5,4,17500,17
35,160000,3,10,3,1,24000,11
27,98000,1,11,3,1,17000,8
30,32004,3,4,3,0,5500,8
30,40000,0,5,2,0,3000,7
32,85000,1,1,1,2,7500,10
29,75000,0,6,5,1,6500,10
29,55000,1,5,0,0,12000,7
28,71400,0,5,2,1,5000,11
35,82863,0,14,1,0,11000,11
29,61000,0,2,3,3,15000,14
27,190000,0,5,3,0,22000,6
27,102000,1,1,3,2,15000,12
34,84000,0,3,1,0,9000,5
33,18720,3,0,2,2,3500,13
28,82500,1,12,0,0,11000,7
29,18000,0,2,3,1,3000,12
30,130500,1,1,0,3,25000,15
30,105000,0,4,5,3,24250,15
28,55000,0,3,3,2,5000,12
29,19200,0,4,0,1,4000,10
28,65007,1,4,0,5,25000,18
35,21600,0,1,4,2,2500,14
32,65000,1,6,4,1,5600,11
35,101400,1,11,4,0,4500,9
31,55000,1,9,5,0,8000,7
31,10800,0,4,2,2,2000,14
27,48000,0,4,3,0,2800,7
27,44630,3,10,3,1,10825,10
30,71000,0,8,3,1,8000,11
27,106000,1,11,1,1,4000,11
34,130000,1,5,4,4,5000,17
31,72500,1,12,3,1,8875,11
30,125000,1,14,3,0,5750,7
35,165000,1,3,3,1,8000,11
33,125004,0,3,1,4,12000,15
27,103000,1,8,4,0,8800,7
32,25200,0,0,4,0,5000,7
28,43500,1,12,4,1,4000,12
27,30000,0,5,4,1,4975,10
31,66000,0,9,1,1,2550,11
28,225000,1,11,1,4,9000,16
35,85000,1,0,0,1,20000,12
33,54000,1,7,2,2,32000,15
33,42996,0,2,3,0,8200,7
32,50000,1,5,2,0,9600,6
27,31200,3,0,5,5,14000,18
29,55000,1,11,4,1,4000,10
31,43000,0,15,2,1,13350,12
28,11029,1,12,0,2,2150,10
27,100000,0,11,3,1,5000,12
32,40000,0,2,4,1,4000,9
32,98056,1,10,3,1,6000,8
29,54000,1,8,2,0,7500,7
31,140000,1,15,3,0,12000,7
33,42000,0,3,2,2,12000,13
28,80004,1,5,2,0,12000,6
28,44500,1,5,0,1,20000,9
31,116400,0,3,4,1,8900,10
29,40000,1,13,5,1,25000,11
29,59000,0,3,1,0,6000,7
29,71000,1,4,3,0,4000,7
28,42000,0,0,1,1,12000,11
29,75000,3,3,5,0,12000,7
27,104000,0,8,5,0,12800,7
28,20000,0,5,1,1,4000,10
35,48000,1,8,2,2,2000,11
29,32000,0,6,2,2,10800,13
34,54000,1,5,3,0,10000,7
27,95000,1,11,3,2,18000,13
29,70000,1,13,2,0,10000,6
27,40000,3,11,4,0,6400,9
33,57500,0,2,2,1,2000,11
31,37000,1,12,3,2,22000,12
33,55000,1,7,3,1,3500,10
33,40000,0,15,1,1,15000,9
27,27180,0,4,0,0,4800,7
31,36000,0,4,2,3,10000,14
31,72000,1,6,2,0,9800,6
35,26000,0,3,4,0,8000,7
27,75000,1,4,3,1,6625,11
33,103000,0,0,1,2,9000,14
31,65200,1,7,0,0,7000,8
34,47300,1,3,5,0,12000,7
28,86000,1,12,3,0,15600,5
28,51000,3,2,2,4,20400,17
29,45000,3,0,2,3,10000,17
29,56700,1,9,1,2,10000,11
32,44500,3,3,5,0,15000,7
33,62000,1,3,5,0,3700,6
29,66000,1,10,0,1,7000,9
32,114000,0,17,2,1,6000,10
30,81120,3,3,4,1,18000,10
30,66000,1,14,0,2,11200,13
29,92000,0,2,4,2,20000,13
30,50000,1,0,1,2,10000,11
33,72000,1,6,3,0,4250,5
28,160000,3,12,3,1,23000,11
35,76000,0,2,4,2,1000,13
27,85000,1,12,2,0,3800,6
31,100000,0,6,3,1,20000,12
30,70000,1,9,4,0,7000,8
30,45600,1,0,4,0,6400,8
34,62000,1,18,3,1,28000,11
31,78996,0,5,5,0,6000,7
32,46000,0,4,2,0,9000,7
29,64000,0,3,0,2,15000,15
27,157544,1,8,0,2,35000,12
27,34000,3,1,1,1,16750,10
29,71000,0,1,5,2,12000,13
30,36000,1,7,0,1,15000,11
27,84906,1,11,0,0,4500,7
28,50000,0,7,3,5,14000,19
30,150000,0,2,3,1,21000,12
32,25000,0,0,4,2,3000,13
34,55000,1,6,4,2,2500,13
28,110000,1,3,3,0,11000,5
29,42000,0,0,3,3,5000,14
30,31000,1,3,3,3,12000,14
30,114132,1,1,0,3,14400,14
32,56000,1,5,3,0,10000,7
32,90000,0,11,5,2,20000,13
33,61000,0,0,5,1,6000,10
27,38500,0,1,0,1,3000,11
27,60000,0,8,2,0,7000,6
33,68736,0,8,5,3,1200,16
31,68000,1,15,2,0,13600,7
27,100970,1,5,3,1,20000,11
31,35142,0,4,1,1,8000,11
28,103992,1,3,5,1,18000,10
29,120000,1,2,0,0,35000,8
28,41000,0,11,3,4,4000,18
28,73992,0,2,5,1,20000,9
27,20400,0,3,3,0,5500,6
34,28800,0,0,0,5,2500,21
29,35000,3,11,2,2,4200,12
31,73000,1,3,0,1,15000,11
27,15600,0,11,2,1,2800,10
32,27000,0,5,3,2,4500,13
29,70000,1,7,2,1,4000,11
33,35000,1,3,1,1,10000,10
27,170000,0,3,5,1,12075,12
30,34000,0,1,5,2,7500,11
30,51000,0,14,4,1,4800,12
34,263004,1,2,0,3,25000,16
31,17676,3,1,3,3,2500,14
31,86500,3,0,4,2,25000,13
28,209000,3,4,5,3,15000,14
35,102000,0,3,0,2,20000,13
33,80000,1,9,3,1,6000,11
27,80000,0,3,1,0,20000,7
34,68000,1,1,1,2,15000,11
33,44400,1,3,3,2,2000,14
32,20000,0,3,3,1,4750,10
33,72000,1,4,3,0,5000,6
30,102540,1,6,2,0,1500,7
27,42000,0,1,4,1,3000,11
29,175000,1,2,2,0,10000,11
30,53000,0,4,0,0,12000,6
35,762000,3,8,2,0,10000,8
28,112000,0,1,2,1,6000,12
27,91800,1,5,2,3,25000,15
29,60000,1,13,0,6,25000,20
34,108000,1,4,2,0,10000,6
32,130000,1,0,1,0,12000,8
28,108000,0,2,0,3,20000,15
30,130000,1,14,3,1,7000,9
28,30000,1,4,5,0,3000,6
32,33600,3,0,3,3,8000,16
28,82000,1,0,2,2,15000,12
33,50800,0,16,3,4,10000,16
32,25000,0,1,2,0,10000,8
27,30996,0,4,0,3,5775,14
32,19000,0,1,3,0,8325,6
29,50000,3,8,3,1,9725,12
34,98000,3,19,2,1,16000,10
27,75400,1,3,4,0,6000,7
28,36000,0,0,2,1,10000,11
31,56400,0,1,3,1,7500,11
34,92500,0,4,0,0,13050,7
27,124100,0,3,2,2,10175,12
34,48000,1,7,1,1,8400,11
28,108000,1,6,4,1,27400,10
27,91800,1,11,2,4,20000,11
32,45000,1,7,1,0,4000,7
30,45000,0,11,2,2,5000,12
34,35000,0,2,3,1,15000,10
30,40000,0,1,0,0,5500,7
28,70000,0,1,1,0,7800,7
30,37600,0,2,1,2,15000,13
28,48000,0,5,0,1,15000,11
35,30000,0,0,2,0,6475,5
28,35000,0,0,4,1,3000,11
28,46097,1,12,0,1,6000,10
28,44500,1,2,0,0,10000,8
28,112200,0,11,0,2,7000,11
29,32000,0,1,4,3,6525,16
28,50000,0,4,4,1,7200,11
28,82000,0,12,3,6,16750,20
28,59160,1,2,4,1,23500,11
27,50000,0,0,1,0,8000,7
32,18000,3,0,3,0,4750,7
34,64000,1,2,2,0,8000,6
30,83000,1,4,0,1,20000,11
28,61000,1,12,4,1,12000,9
32,105000,0,15,1,1,3000,11
35,100000,1,14,4,0,10000,6
32,176000,1,15,4,3,2400,14
28,55000,1,4,3,0,20000,6
27,53000,1,6,4,0,5000,11
27,65000,1,11,4,0,18000,7
30,67092,0,0,4,2,9000,12
32,36000,1,7,4,0,2600,7
29,127000,1,1,2,1,24250,11
35,91000,3,0,2,0,10000,8
29,60000,0,2,5,0,14000,7
29,125000,1,0,3,0,10000,5
34,24000,3,4,3,2,2400,13
32,71000,1,10,2,0,14000,6
30,219300,1,7,2,4,35000,19
27,26237,0,0,2,2,12000,13
29,74360,3,7,1,0,8725,5
30,38000,3,0,5,1,6000,11
28,40000,0,2,2,1,14000,11
33,50000,1,7,5,1,10000,9
30,70000,0,0,0,2,15000,13
30,96000,1,14,5,0,6000,5
33,87000,1,17,3,4,9000,17
34,70000,1,13,0,0,20000,6
28,50000,0,4,4,0,15000,7
29,62400,0,3,5,0,8000,6
31,24000,0,0,4,3,4400,15
31,83000,1,11,2,0,7500,11
28,59004,1,1,0,0,8000,7
30,60000,3,7,0,3,6000,14
28,42000,0,5,4,1,4800,12
28,115000,0,0,5,0,2850,6
34,69000,0,0,1,3,12800,15
30,40000,0,9,2,3,9000,16
28,53000,0,0,4,1,7000,9
32,47900,0,2,1,0,11000,7
